A_1_center,A_1_front,A_1_left,A_1_right,A_1_back,A_2_center,A_2_front,A_2_left,A_2_right,A_2_back,A_3_center,A_3_front,A_3_left,A_3_right,A_3_back,A_4_center,A_4_front,A_4_left,A_4_right,A_4_back,A_5_center,A_5_front,A_5_left,A_5_right,A_5_back,A_6_center,A_6_front,A_6_left,A_6_right,A_6_back,A_7_center,A_7_front,A_7_left,A_7_right,A_7_back,x,y,z,source_file,Objektname,Objektkategorie,OAufnahme,Schwierigkeit,Gewicht
0.3981,0.7808,0.4153,0.3387,0.1694,6.0546,6.4461,5.838,5.3945,5.7465,0.2542,0.3898,-0.5219,0.5464,1.1385,-4.7835,-5.6254,-4.5382,-3.7461,-4.4128,0.2683,0.1302,-0.8531,0.2794,1.7179,-0.4461,1.795,-0.8207,-1.6741,-0.8016,0.2451,0.1987,0.2653,0.2372,0.1688,47.5,32.5,5.75,Durch_L_U_D_U_3.csv,Durchsichtig,5,2,3,19.3
0.4416,0.0939,0.3125,0.5969,-0.0277,5.9546,6.5732,5.7664,5.6096,5.7585,0.2662,0.262,-0.6267,0.6005,1.0018,-4.7417,-5.7632,-4.4965,-3.739,-4.462,0.2915,0.4981,-0.8493,0.1858,1.6999,-0.42,1.8607,-0.8781,-1.7319,-0.7916,0.2436,0.1835,0.2736,0.2168,0.1673,47.5,32.5,5.75,Durch_L_U_D_U_4.csv,Durchsichtig,5,2,3,19.3
0.4137,0.7539,0.4393,0.5245,0.0316,5.958,6.5287,5.8061,5.3333,5.8574,0.4968,0.4299,-0.4454,0.6974,0.9977,-4.7493,-5.6531,-4.5214,-3.7011,-4.5098,0.2931,0.3404,-0.8248,0.6042,1.6818,-0.445,1.8212,-0.8321,-1.6698,-0.7254,0.2451,0.186,0.2672,0.2329,0.1686,47.5,32.5,5.75,Durch_L_U_D_U_5.csv,Durchsichtig,5,2,3,19.3
0.39,-0.0021,0.3663,0.3005,0.1218,6.0319,6.5238,5.7511,5.4386,5.7622,0.7567,-0.0008,-0.5202,0.4911,1.057,-4.8355,-5.6258,-4.5039,-3.6968,-4.4584,0.2833,0.1306,-0.8551,0.1792,1.6914,-0.4228,1.8123,-0.8665,-1.7148,-0.7586,0.2442,0.2098,0.2696,0.2168,0.1761,47.5,32.5,5.75,Durch_L_U_D_U_6.csv,Durchsichtig,5,2,3,19.3
0.506,0.8804,0.6369,0.2109,0.0198,6.1732,6.68,6.022,5.2496,5.8426,0.9342,0.553,-0.2763,0.461,1.0317,-4.8144,-5.8467,-4.6646,-3.6501,-4.5176,0.3195,0.1267,-0.9002,0.2133,1.7234,-0.412,1.8623,-0.8549,-1.7398,-0.7728,0.2431,0.2179,0.2631,0.2165,0.1683,54.5,47.5,20.0,6eck_L_U_1.csv,6eck,6,2,1,43.9
0.4673,-0.0334,0.4195,0.7057,0.2118,6.1367,6.7064,5.8473,5.5218,5.8898,0.4305,0.4088,-0.4906,0.4999,1.1819,-4.7814,-5.8525,-4.5686,-3.7565,-4.5005,0.3001,0.5365,-0.937,0.1526,1.7454,-0.3958,1.8608,-0.8707,-1.6771,-0.8248,0.2434,0.1632,0.2638,0.2183,0.1715,54.5,47.5,20.0,6eck_L_U_2.csv,6eck,6,2,1,43.9
0.4856,0.6473,0.3062,0.2431,0.1128,6.2276,6.5934,5.7701,5.5704,5.8817,0.9043,0.4253,-0.4813,0.4917,1.1289,-4.9005,-5.7707,-4.5258,-3.7589,-4.5161,0.3276,0.1278,-0.9081,0.2012,1.7245,-0.4168,1.8542,-0.8777,-1.7647,-0.7808,0.2391,0.217,0.2624,0.2151,0.1792,54.5,47.5,20.0,6eck_L_U_3.csv,6eck,6,2,1,43.9
0.479,0.8517,0.4451,0.0946,0.0645,6.0484,6.9003,5.8234,5.5183,5.926,0.5718,0.4078,-0.423,0.4322,1.086,-4.7436,-5.8797,-4.5644,-3.7207,-4.5284,0.3169,0.1455,-0.8809,0.2344,1.736,-0.4413,1.8739,-0.8622,-1.7799,-0.804,0.2421,0.2158,0.2676,0.2102,0.1685,54.5,47.5,20.0,6eck_L_U_4.csv,6eck,6,2,1,43.9
0.4325,0.1938,0.2801,0.0414,-0.109,6.0568,6.5798,5.8471,5.4231,5.9042,0.5845,0.3813,-0.5353,0.4441,0.9798,-4.8154,-5.608,-4.5613,-3.7199,-4.5135,0.3342,0.4678,-0.9191,0.2569,1.7163,-0.4632,1.8168,-0.8684,-1.7328,-0.7579,0.2394,0.1755,0.2677,0.2144,0.1641,54.5,47.5,20.0,6eck_L_U_5.csv,6eck,6,2,1,43.9
0.4953,-0.0723,0.5085,0.4264,0.052,6.1063,6.7055,5.8493,5.6219,5.9294,0.7608,0.1977,-0.3502,0.4376,1.0685,-4.8251,-5.8773,-4.5517,-3.7647,-4.5154,0.3334,0.4836,-0.9126,0.5611,1.7096,-0.3976,1.8798,-0.8883,-1.7698,-0.799,0.2378,0.17,0.2652,0.2396,0.1734,54.5,47.5,20.0,6eck_L_U_6.csv,6eck,6,2,1,43.9
0.4293,0.7388,0.4975,0.2925,0.1075,6.2529,6.7347,5.8792,5.3823,5.9177,0.7951,0.5154,-0.3661,0.5767,1.1167,-4.9112,-5.9006,-4.5735,-3.6758,-4.5491,0.3275,0.3256,-0.895,0.4541,1.7571,-0.4653,1.904,-0.8864,-1.7599,-0.7901,0.2391,0.2156,0.2674,0.2269,0.1678,54.5,47.5,20.0,6eck_L_U_7.csv,6eck,6,2,1,43.9
0.5282,0.0385,0.1614,-0.0607,-0.1496,6.1101,6.8581,5.9083,5.6023,5.9185,0.5883,0.3174,-0.6537,0.3846,0.9556,-4.8651,-5.9174,-4.5465,-3.776,-4.526,0.3284,0.4653,-0.9333,0.2202,1.7107,-0.4057,1.8946,-0.9252,-1.7591,-0.8045,0.2395,0.1745,0.2729,0.2037,0.1639,54.5,47.5,20.0,6eck_L_U_8.csv,6eck,6,2,1,43.9
0.4904,0.6833,0.2689,0.7596,0.3655,6.0529,6.5436,6.0089,5.8115,6.0524,0.468,0.3422,-0.4865,0.6811,1.3467,-4.8517,-5.6464,-4.6595,-3.8795,-4.5503,0.3315,0.149,-0.957,0.1707,1.7869,-0.4431,1.7958,-0.8456,-1.7534,-0.7997,0.2366,0.1876,0.2623,0.2351,0.1734,47.5,54.5,20.0,6eck_L_L_1.csv,6eck,6,2,1,43.9
0.5021,0.3413,0.3884,0.647,0.004,6.1823,6.6639,5.8408,5.4202,5.9371,0.8158,0.4593,-0.403,0.6575,1.0127,-4.9088,-5.7275,-4.5718,-3.7181,-4.5251,0.3628,0.507,-0.9037,0.3027,1.721,-0.4039,1.8277,-0.8664,-1.7497,-0.7825,0.2375,0.1673,0.2666,0.2305,0.1753,47.5,54.5,20.0,6eck_L_L_2.csv,6eck,6,2,1,43.9
0.5098,0.7338,0.3906,0.222,0.0084,6.1188,6.8228,5.8168,5.6642,5.8771,0.6758,0.3409,-0.4488,0.658,1.0272,-4.9028,-5.9224,-4.5419,-3.7551,-4.479,0.3256,0.1314,-0.9263,0.3938,1.7008,-0.424,1.9013,-0.855,-1.6758,-0.7864,0.2373,0.2007,0.2718,0.2218,0.1637,47.5,54.5,20.0,6eck_L_L_3.csv,6eck,6,2,1,43.9
0.4603,0.8611,0.4323,0.3124,-0.0089,6.1318,6.8332,5.8848,5.4136,5.956,0.5018,0.3926,-0.3835,0.4039,0.9936,-4.8478,-5.906,-4.5608,-3.7337,-4.4958,0.3441,0.1585,-0.8836,0.1929,1.7288,-0.3844,1.8977,-0.8663,-1.7296,-0.8045,0.2414,0.2081,0.2594,0.2124,0.1832,47.5,54.5,20.0,6eck_L_L_4.csv,6eck,6,2,1,43.9
0.5674,0.7119,0.4711,-0.0965,0.1682,6.1113,6.8418,5.9097,5.4991,5.9677,0.9315,0.4495,-0.3989,0.4839,1.1688,-4.843,-5.909,-4.5761,-3.7283,-4.5549,0.3313,0.1503,-0.9173,0.1606,1.7487,-0.4327,1.9063,-0.8632,-1.776,-0.7906,0.2365,0.2132,0.2649,0.2178,0.1777,47.5,54.5,20.0,6eck_L_L_5.csv,6eck,6,2,1,43.9
0.3994,-0.2128,0.4555,0.7217,0.2373,6.2252,6.7494,5.8697,5.6086,5.9499,0.8737,0.4494,-0.3438,0.5558,1.2188,-4.9322,-5.8776,-4.581,-3.8355,-4.5111,0.3206,0.5285,-0.8943,0.1519,1.7521,-0.4083,1.8833,-0.8648,-1.6326,-0.833,0.2392,0.1664,0.274,0.2258,0.1674,47.5,54.5,20.0,6eck_L_L_6.csv,6eck,6,2,1,43.9
0.5041,0.2799,0.5655,0.0848,0.1602,6.088,6.947,5.819,5.3613,5.9402,0.6925,0.4981,-0.3365,0.4795,1.1725,-4.7863,-5.8968,-4.5619,-3.6777,-4.5079,0.3318,0.5405,-0.8663,0.2319,1.7618,-0.449,1.8895,-0.8352,-1.7576,-0.8106,0.2424,0.1703,0.2649,0.2046,0.1739,47.5,54.5,20.0,6eck_L_L_7.csv,6eck,6,2,1,43.9
0.539,0.5355,0.4697,0.4985,-0.0352,5.9926,6.7176,5.811,5.2214,5.9246,0.566,0.3384,-0.3669,0.5503,1.017,-4.7905,-5.8648,-4.5402,-3.6059,-4.5111,0.3215,0.4361,-0.8841,0.5072,1.7317,-0.4058,1.8906,-0.8809,-1.7761,-0.82,0.2367,0.1814,0.2668,0.2259,0.1721,47.5,54.5,20.0,6eck_L_L_8.csv,6eck,6,2,1,43.9
0.3923,0.6044,0.659,0.6748,0.1039,6.2604,6.6805,5.8272,5.4843,5.9016,0.5257,0.2446,-0.2069,0.5667,1.111,-4.9355,-5.8441,-4.5553,-3.7224,-4.5268,0.3268,0.3097,-0.8533,0.1906,1.7595,-0.4979,1.8922,-0.8517,-1.7614,-0.7735,0.2311,0.2106,0.2648,0.2166,0.1704,54.5,20.0,47.5,6eck_H_L_U_1.csv,6eck,6,2,1,43.9
0.3904,0.7525,0.4811,0.0986,0.0036,6.2735,6.7481,5.7787,5.6309,5.9802,0.5295,0.3015,-0.3472,0.4039,1.0541,-4.9211,-5.8694,-4.5417,-3.8284,-4.5583,0.2936,0.1357,-0.892,0.1831,1.7547,-0.4251,1.9113,-0.8416,-1.7297,-0.7815,0.2343,0.2031,0.2683,0.2132,0.1719,54.5,20.0,47.5,6eck_H_L_U_2.csv,6eck,6,2,1,43.9
0.3419,0.5938,0.3623,0.7842,0.1535,6.3929,6.7587,5.8939,5.76,6.0137,0.6474,0.3024,-0.4548,0.637,1.1685,-5.011,-5.9624,-4.5618,-3.836,-4.6078,0.3261,0.1513,-0.8799,0.2889,1.8097,-0.4682,1.9279,-0.8718,-1.7922,-0.8033,0.2327,0.2057,0.2706,0.2285,0.1764,64.61,46.35,20.0,Endboss_L_U_S_0_1.csv,6eck,6,2,1,43.9
0.3609,-0.1803,0.5304,0.6128,0.1303,6.5124,6.9223,5.8937,5.708,5.8524,0.8408,0.3591,-0.3125,0.6738,1.1433,-5.0199,-5.9664,-4.624,-3.8084,-4.5341,0.3327,0.4817,-0.8924,0.2431,1.7655,-0.4483,1.8853,-0.8536,-1.8208,-0.8316,0.2424,0.1771,0.2614,0.2167,0.1755,64.61,46.35,20.0,Endboss_L_U_S_0_2.csv,6eck,6,2,1,43.9
0.3526,-0.0837,0.4386,0.2872,0.121,6.4126,6.6145,5.8699,5.752,5.8967,0.8299,0.4008,-0.4,0.5946,1.1485,-4.9615,-5.8136,-4.612,-3.8513,-4.5388,0.3375,0.2652,-0.8822,0.4351,1.7971,-0.425,1.9063,-0.8618,-1.7697,-0.8068,0.2367,0.1956,0.2641,0.2136,0.1756,64.61,46.35,20.0,Endboss_L_U_S_0_3.csv,Endboss,7,2,3,58.1
0.3377,0.5148,0.4788,0.7762,0.1555,6.3522,6.8236,5.9029,5.2616,5.9927,0.6082,0.217,-0.3462,0.5868,1.1582,-4.9511,-5.8218,-4.6205,-3.6893,-4.5873,0.2899,0.1286,-0.8922,0.1435,1.7785,-0.5052,1.8608,-0.9053,-1.7662,-0.8348,0.2395,0.2161,0.2736,0.2381,0.1658,81.39,46.35,20.0,Endboss_L_U_S_X_1.csv,Endboss,7,2,3,58.1
0.3921,0.7393,0.328,0.7824,0.0055,6.2683,6.8058,5.8774,5.6145,5.9539,0.7087,0.3855,-0.4421,0.6983,1.004,-4.9085,-6.0236,-4.5746,-3.8056,-4.5108,0.2917,0.144,-0.9108,0.1642,1.753,-0.4766,1.9325,-0.9069,-1.7792,-0.8366,0.2452,0.2086,0.2666,0.235,0.1741,81.39,46.35,20.0,Endboss_L_U_S_X_2.csv,Endboss,7,2,3,58.1
0.3218,-0.1443,0.4105,-0.1323,0.0431,6.3065,6.9134,5.9713,5.4307,5.9716,0.4182,-0.1047,-0.4076,0.37,1.0309,-4.8937,-6.0297,-4.6381,-3.6912,-4.5797,0.2567,0.518,-0.9409,0.1742,1.7422,-0.5019,1.9566,-0.9218,-1.7778,-0.7894,0.245,0.1521,0.2642,0.2278,0.175,81.39,46.35,20.0,Endboss_L_U_S_X_3.csv,Endboss,7,2,3,58.1
0.3819,0.6105,0.5135,0.2997,-0.0077,6.5183,6.8473,5.8414,5.3935,6.0362,0.8306,0.2576,-0.3039,0.6981,1.0315,-5.0484,-5.8761,-4.5906,-3.7493,-4.5663,0.3281,0.133,-0.8953,0.5985,1.7583,-0.4374,1.9042,-0.8484,-1.7698,-0.8267,0.2428,0.2048,0.2695,0.2153,0.1683,46.35,64.61,20.0,Endboss_L_L_S_0_1.csv,Endboss,7,2,3,58.1
0.327,0.6276,0.4263,0.5466,0.037,6.3014,6.8073,5.8851,5.7182,6.0315,0.4228,0.1954,-0.3931,0.4988,1.0457,-4.9272,-5.9783,-4.6422,-3.8784,-4.5741,0.2805,0.1435,-0.923,0.1575,1.7566,-0.4648,1.9325,-0.8687,-1.7513,-0.8175,0.2382,0.211,0.2756,0.2174,0.1663,46.35,64.61,20.0,Endboss_L_L_S_0_2.csv,Endboss,7,2,3,58.1
0.3772,-0.2919,0.5943,-0.0182,0.0958,6.4611,6.9089,5.9324,5.624,6.0323,0.5295,0.1372,-0.2551,0.4114,1.0934,-4.9596,-5.9535,-4.6438,-3.8126,-4.5969,0.2757,0.5339,-0.9032,0.3956,1.7648,-0.4484,1.9412,-0.8462,-1.7699,-0.7982,0.2422,0.1602,0.283,0.2132,0.1514,46.35,64.61,20.0,Endboss_L_L_S_0_3.csv,Endboss,7,2,3,58.1
0.3885,0.6823,0.5075,0.5825,-0.076,6.3281,6.7399,5.9006,5.4981,6.0506,0.2531,0.1313,-0.3489,0.6072,0.9744,-4.9398,-5.8848,-4.6156,-3.7689,-4.6197,0.3129,0.1561,-0.9486,0.1795,1.7749,-0.4735,1.9011,-0.906,-1.7794,-0.8431,0.2377,0.2085,0.2682,0.2293,0.1667,46.35,81.39,20.0,Endboss_L_L_S_Y_1.csv,Endboss,7,2,3,58.1
0.3325,0.1805,0.5683,0.0179,0.3152,6.3084,6.7609,5.8603,5.4192,6.0354,0.7241,0.3307,-0.2674,0.4956,1.249,-4.9293,-5.9358,-4.5582,-3.7618,-4.5471,0.3217,0.2128,-0.903,0.1759,1.797,-0.4665,1.9001,-0.8859,-1.756,-0.829,0.241,0.1868,0.2666,0.2229,0.1767,46.35,81.39,20.0,Endboss_L_L_S_Y_2.csv,Endboss,7,2,3,58.1
0.3724,0.6851,0.3056,0.7529,0.1084,6.2134,7.0278,5.9045,5.3681,5.9549,0.5246,0.1743,-0.478,0.7193,1.0889,-4.865,-6.0901,-4.6,-3.7026,-4.4922,0.2798,0.1444,-0.9341,0.2212,1.7567,-0.4629,1.8872,-0.8877,-1.7842,-0.836,0.2371,0.1898,0.2561,0.2359,0.1791,46.35,81.39,20.0,Endboss_L_L_S_Y_3.csv,Endboss,7,2,3,58.1
0.4252,0.8915,0.5558,-0.0617,0.2555,6.1368,6.7313,5.8892,5.487,5.9117,0.4311,0.2372,-0.1794,0.5135,1.2186,-4.7396,-5.8426,-4.4979,-3.6957,-4.4528,0.6087,0.1646,-0.8398,0.2765,1.7155,-0.3001,1.8717,-0.8336,-1.6018,-0.8516,0.3031,0.2891,0.3281,0.2407,0.201,32.5,47.5,17.25,Durch_L_L_D_O_1.csv,Endboss,7,2,3,58.1
0.4212,0.9239,0.3796,-0.0475,0.1642,6.0789,6.4941,5.8908,5.4879,5.8088,0.708,0.556,-0.3386,0.5566,1.1329,-4.7041,-5.6389,-4.4993,-3.6569,-4.4544,0.3186,0.1456,-0.8748,0.3725,1.6915,-0.3291,1.7999,-0.8418,-1.5914,-0.7751,0.3192,0.2953,0.3317,0.241,0.2168,32.5,47.5,17.25,Durch_L_L_D_O_2.csv,Endboss,7,2,3,58.1
0.5051,0.9605,0.3614,0.6822,0.0383,6.085,6.6261,5.7846,5.5803,5.8557,0.5072,0.5772,-0.3671,0.5595,1.0282,-4.6898,-5.7157,-4.4248,-3.686,-4.4526,0.6625,0.2986,-0.8743,0.2015,1.6888,-0.3216,1.8286,-0.8337,-1.6027,-0.7815,0.3198,0.2292,0.3274,0.2794,0.2152,32.5,47.5,17.25,Durch_L_L_D_O_3.csv,Durchsichtig,5,3,3,19.3
0.3766,0.9212,0.4254,0.7328,0.0535,6.0,6.6842,5.7773,5.5965,5.8783,0.8318,0.5174,-0.2834,0.5259,1.0658,-4.6701,-5.7214,-4.4424,-3.6942,-4.4697,0.6856,0.1539,-0.8643,0.1872,1.7028,-0.3229,1.8471,-0.8298,-1.6977,-0.7657,0.3123,0.2927,0.3289,0.2419,0.1998,32.5,47.5,17.25,Durch_L_L_D_O_4.csv,Durchsichtig,5,3,3,19.3
0.4243,0.0902,0.5378,0.9144,0.1888,5.9359,6.68,5.8181,5.5722,5.9552,0.5007,0.1242,-0.2302,0.7583,1.138,-4.6156,-5.7039,-4.4829,-3.7448,-4.469,0.6202,0.4572,-0.8395,0.2126,1.6988,-0.3208,1.8271,-0.8255,-1.6711,-0.7757,0.3144,0.2126,0.3299,0.2859,0.2088,32.5,47.5,17.25,Durch_L_L_D_O_5.csv,Durchsichtig,5,3,3,19.3
0.4578,0.7992,0.5443,0.3442,-0.1243,6.0445,6.6506,5.7897,5.5405,5.8271,0.3878,0.2942,-0.1702,0.6891,0.8657,-4.6595,-5.7718,-4.4802,-3.648,-4.4271,0.5675,0.2374,-0.8282,0.5159,1.6671,-0.3183,1.8459,-0.8053,-1.7065,-0.746,0.3102,0.2483,0.3307,0.2466,0.2015,32.5,47.5,17.25,Durch_L_L_D_O_6.csv,Durchsichtig,5,3,3,19.3
0.4141,0.2947,0.3994,-0.0032,0.2336,6.0548,6.689,5.6538,5.5762,5.8163,0.6886,0.4904,-0.3331,0.522,1.1756,-4.7345,-5.8132,-4.3995,-3.7188,-4.4077,0.2594,0.4235,-0.8431,0.2535,1.6891,-0.2956,1.8632,-0.824,-1.6105,-0.8183,0.3025,0.2182,0.3194,0.234,0.1973,32.5,47.5,5.75,Durch_L_L_D_U_1.csv,Durchsichtig,5,3,3,19.3
0.6547,0.1163,0.6391,-0.0805,0.0844,5.9862,6.3864,5.8476,5.3843,5.8218,0.9287,0.5478,-0.1273,0.5125,1.0622,-4.676,-5.6004,-4.4854,-3.6519,-4.4017,0.452,0.4956,-0.8265,0.2324,1.6818,-0.3234,1.8257,-0.8212,-1.6745,-0.7985,0.3019,0.1942,0.3185,0.2235,0.2037,32.5,47.5,5.75,Durch_L_L_D_U_2.csv,Durchsichtig,5,3,3,19.3
0.4618,0.9331,0.4138,0.4297,0.0932,6.069,6.7061,5.7078,5.487,5.8405,0.703,0.5377,-0.3067,0.4907,1.103,-4.7133,-5.6931,-4.447,-3.7155,-4.466,0.312,0.1489,-0.8425,0.2483,1.6604,-0.3181,1.8324,-0.8231,-1.6752,-0.7583,0.3015,0.2834,0.3231,0.2385,0.2035,32.5,47.5,5.75,Durch_L_L_D_U_3.csv,Durchsichtig,5,3,3,19.3
0.4541,0.9117,0.3784,0.7491,0.0996,6.056,6.6086,5.9562,5.8273,5.8498,0.4254,0.4393,-0.3488,0.722,1.0445,-4.6316,-5.7664,-4.5585,-3.8726,-4.4003,0.4206,0.1094,-0.8703,0.2488,1.6864,-0.3613,1.8528,-0.8122,-1.6332,-0.8076,0.2976,0.2857,0.3103,0.2358,0.202,32.5,47.5,5.75,Durch_L_L_D_U_4.csv,Durchsichtig,5,3,3,19.3
0.3634,0.2547,0.3555,0.8541,0.1638,5.9915,6.6339,5.7594,5.4635,5.8562,0.9497,0.619,-0.3619,0.6219,1.0959,-4.629,-5.6559,-4.4991,-3.6775,-4.4548,0.6803,0.6197,-0.8556,0.2163,1.6894,-0.3319,1.8238,-0.8451,-1.6674,-0.7854,0.2938,0.2054,0.3095,0.264,0.1923,32.5,47.5,5.75,Durch_L_L_D_U_5.csv,Durchsichtig,5,3,3,19.3
0.4155,0.7671,0.4613,-0.0864,0.1687,6.0063,6.5144,5.7955,5.6572,5.8701,0.3686,0.4192,-0.2884,0.4716,1.1446,-4.6379,-5.4867,-4.4905,-3.7911,-4.4186,0.3105,0.0719,-0.84,0.3417,1.6808,-0.3697,1.7847,-0.7999,-1.6089,-0.8381,0.2829,0.2653,0.3101,0.2228,0.1928,32.5,47.5,5.75,Durch_L_L_D_U_6.csv,Durchsichtig,5,3,3,19.3
0.4795,0.0998,0.4492,0.1073,-0.0405,6.4603,7.0269,5.968,5.7328,6.1317,1.0858,0.7093,-0.2906,0.5246,1.1097,-4.9728,-5.9688,-4.6392,-3.7661,-4.6195,0.379,0.5047,-0.8981,0.2012,1.8554,-0.2912,1.8876,-0.8219,-1.7633,-0.7757,0.313,0.2673,0.3501,0.239,0.2304,120.0,12.5,17.5,Rechteck_Lang_L_U_1.csv,Durchsichtig,5,3,3,19.3
0.4782,-0.2145,0.4995,0.8083,0.0323,6.2816,6.9736,6.0396,5.8295,6.0324,1.115,0.2603,-0.2437,0.6506,1.1443,-4.8236,-6.0234,-4.6414,-3.8836,-4.5722,0.3178,0.3495,-0.895,0.4411,1.825,-0.3206,1.9019,-0.8211,-1.7231,-0.8476,0.3287,0.2691,0.3699,0.2845,0.2236,120.0,12.5,17.5,Rechteck_Lang_L_U_2.csv,Durchsichtig,5,3,3,19.3
0.2897,0.8648,0.4598,-0.2028,0.0002,6.4314,6.8811,6.0144,5.5912,6.0496,0.6197,0.3137,-0.2964,0.5285,1.1243,-4.8983,-5.8592,-4.6056,-3.6974,-4.586,0.3967,0.1207,-0.9444,0.1809,1.8061,-0.3084,1.8431,-0.8805,-1.7941,-0.8139,0.3198,0.2851,0.3669,0.2693,0.2216,120.0,12.5,17.5,Rechteck_Lang_L_U_3.csv,RechteckLang,8,3,2,71.6
0.4771,0.9909,0.4296,-0.0778,-0.0043,6.444,6.9272,5.9953,5.7066,6.0365,0.6608,0.5298,-0.3035,0.5586,1.2082,-4.9002,-5.923,-4.5989,-3.7491,-4.5442,0.602,0.0877,-0.9548,0.184,1.8009,-0.3133,1.8786,-0.8819,-1.6771,-0.8659,0.3316,0.2885,0.3764,0.2795,0.217,120.0,12.5,17.5,Rechteck_Lang_L_U_4.csv,RechteckLang,8,3,2,71.6
0.4799,1.0144,0.4101,0.728,0.0551,6.2029,6.8441,6.0175,5.6326,6.0815,0.566,0.1423,-0.3253,0.7011,1.2968,-4.7489,-5.9782,-4.5815,-3.7328,-4.5805,0.5283,0.0684,-0.9983,0.0824,1.7892,-0.3361,1.8657,-0.8997,-1.6869,-0.8388,0.241,0.2464,0.3816,0.2983,0.222,120.0,12.5,17.5,Rechteck_Lang_L_U_5.csv,RechteckLang,8,3,2,71.6
0.4751,0.9816,0.5025,-0.0283,-0.0178,6.3996,6.9107,6.0018,5.5916,6.0873,0.8243,0.4069,-0.2106,0.6663,1.2676,-4.9803,-6.0056,-4.5737,-3.6995,-4.6014,0.6599,0.154,-0.9971,0.5536,1.7672,-0.2664,1.8674,-0.8584,-1.7474,-0.8002,0.2241,0.2488,0.3856,0.2938,0.234,120.0,12.5,17.5,Rechteck_Lang_L_U_6.csv,RechteckLang,8,3,2,71.6
0.413,0.8793,0.5396,1.0109,0.0545,6.4547,6.8816,5.9797,5.5863,6.0421,0.3635,0.4477,-0.2238,0.8495,1.1662,-4.8983,-5.9321,-4.5867,-3.7125,-4.5436,0.3843,0.1845,-0.9193,0.1527,1.8077,-0.3483,1.8343,-0.8846,-1.8037,-0.8375,0.3256,0.3032,0.3338,0.3098,0.2464,12.5,120.0,17.5,Rechteck_Lang_L_L_1.csv,RechteckLang,8,3,2,71.6
0.3264,0.9511,0.5532,0.9877,0.1973,6.3311,6.8084,6.0557,5.7271,6.1311,0.7927,0.6217,-0.2645,0.8598,1.2733,-4.8115,-5.9115,-4.6242,-3.7129,-4.6248,0.297,0.0331,-0.964,0.1718,1.8411,-0.3676,1.8515,-0.8383,-1.7814,-0.8042,0.3221,0.2973,0.3385,0.3058,0.2278,12.5,120.0,17.5,Rechteck_Lang_L_L_2.csv,RechteckLang,8,3,2,71.6
0.5302,0.9602,0.4397,0.0114,0.0716,6.3548,6.8787,5.9708,5.5773,6.0362,0.3627,0.4652,-0.4482,0.5851,1.051,-4.8369,-5.8728,-4.6237,-3.7037,-4.6348,0.4009,0.1109,-1.0129,0.3577,1.7933,-0.3187,1.9028,-0.888,-1.7762,-0.7869,0.3162,0.2926,0.3379,0.2435,0.2133,12.5,120.0,17.5,Rechteck_Lang_L_L_3.csv,RechteckLang,8,3,2,71.6
0.3586,0.1466,0.7473,0.8648,0.284,6.3211,6.8836,5.9966,5.6091,6.2073,0.6424,0.5945,-0.1179,0.6399,1.302,-4.9,-5.8107,-4.6681,-3.8176,-4.6916,0.5439,0.5778,-0.9193,0.5181,1.8414,-0.2992,1.9139,-0.8499,-1.7408,-0.8009,0.3143,0.2198,0.352,0.2894,0.1972,12.5,120.0,17.5,Rechteck_Lang_L_L_4.csv,RechteckLang,8,3,2,71.6
0.4893,0.1907,0.3334,0.2274,0.1365,6.5345,6.8681,6.0574,5.883,6.0788,0.4794,0.1708,-0.4093,0.6093,1.2069,-5.0449,-5.9543,-4.6293,-3.8698,-4.6211,0.543,0.4033,-0.9894,0.1397,1.8251,-0.2535,1.9138,-0.8291,-1.7363,-0.8081,0.3107,0.2276,0.3728,0.2557,0.1849,12.5,120.0,17.5,Rechteck_Lang_L_L_5.csv,RechteckLang,8,3,2,71.6
0.3772,-0.2019,0.3522,0.7976,-0.0366,6.4388,7.2276,6.0685,5.9743,6.1513,0.6643,0.1539,-0.4287,0.824,1.0906,-4.9734,-6.1969,-4.6946,-3.9646,-4.6929,0.3926,0.5722,-1.0128,0.4445,1.8098,-0.3027,2.0236,-0.8016,-1.7402,-0.7142,0.3038,0.2026,0.382,0.298,0.1815,12.5,120.0,17.5,Rechteck_Lang_L_L_6.csv,RechteckLang,8,3,2,71.6
